37,37,37,37,46,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,38,37,37,37,37,37,37,37
37,37,37,37,42,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,42,37,37,37,37,37,37,37
37,37,37,37,42,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,42,37,37,37,37,37,37,37
37,37,37,37,42,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,42,37,37,37,37,37,37,37
37,37,37,37,42,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,42,42,37,37,37,37,37,37
37,37,37,37,42,42,42,42,42,37,37,37,37,37,37,37,37,37,37,37,37,37,37,42,37,37,37,37,37,37
37,37,37,37,37,37,37,37,42,37,37,37,37,37,37,37,42,42,42,42,42,42,42,42,37,37,37,37,37,37
37,37,37,37,37,37,37,37,42,37,37,37,37,37,37,37,42,37,37,37,37,37,37,37,37,37,37,37,37,37
37,37,37,37,37,37,37,37,42,37,37,37,37,37,37,37,42,37,37,37,37,37,37,37,37,37,37,37,37,37
37,37,37,37,37,37,37,37,42,37,37,37,37,37,37,37,42,37,37,37,37,37,37,37,37,37,37,37,37,37
37,42,42,42,42,42,42,42,42,37,37,37,37,37,37,37,42,37,37,37,37,37,37,37,37,37,37,37,37,37
37,42,37,37,37,37,37,37,37,37,37,37,37,37,37,37,42,37,37,37,37,37,37,37,37,37,37,37,37,37
37,42,42,37,37,37,37,37,37,37,37,37,37,37,37,37,42,42,37,37,37,37,37,37,37,37,37,37,37,37
37,37,42,37,37,37,37,37,37,37,37,37,37,37,37,37,37,42,37,37,37,37,37,37,37,37,37,37,37,37
37,37,42,42,42,42,42,42,37,37,37,37,37,37,37,37,37,42,37,37,37,37,37,37,37,37,37,37,37,37
37,37,37,37,37,37,37,42,37,37,37,37,37,37,37,37,37,42,37,37,37,37,37,37,37,37,37,37,37,37
37,37,37,37,37,37,37,42,37,37,37,37,37,37,37,37,37,42,37,37,37,37,37,37,37,37,37,37,37,37
37,37,37,37,37,37,37,42,37,37,37,37,37,37,37,42,42,42,37,37,37,37,37,37,37,37,37,37,37,37
37,37,37,37,37,37,37,42,42,42,42,42,42,42,42,42,37,37,37,37,37,37,37,37,37,37,37,37,37,37
37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37
